certificates_of_less_than_1year_awarded,percent_of_total_enrollment_that_are_native_hawaiian_or_other_pacific_islander,percent_of_freshmen_submitting_sat_scores,religious_affiliation_reduced_Other,estimated_graduate_enrollment_total,percent_of_graduate_enrollment_that_are_white,estimated_enrollment_part_time,percent_of_total_enrollment_that_are_two_or_more_races,sat_avg,doctors_degrees__other_awarded,percent_of_graduate_enrollment_that_are_women,percent_of_total_enrollment_that_are_nonresident_alien,associates_degrees_awarded,percent_of_freshmen_receiving_statelocal_grant_aid,percent_of_total_enrollment_that_are_asian,estimated_enrollment_total,calculated_admission_rate,percent_of_graduate_enrollment_that_are_raceethnicity_unknown,percent_of_freshmen_receiving_student_loan_aid,percent_of_total_enrollment_that_are_women,estimated_freshman_enrollment_part_time,offers_associates_degree_Yes,religious_affiliation_reduced_United Methodist,geographic_region_Southeast AL AR FL GA KY LA MS NC SC TN VA WV,endowment_assets_year_end_per_fte_enrollment_fasb,percent_of_graduate_enrollment_that_are_american_indian_or_alaska_native,percent_of_total_enrollment_that_are_black_or_african_american,percent_of_freshmen_receiving_other_loan_aid,percent_of_graduate_enrollment_that_are_nonresident_alien,percent_of_freshmen_receiving_any_financial_aid,percent_of_total_enrollment_that_are_white,percent_of_graduate_enrollment_that_are_black_or_african_american,percent_of_freshmen_receiving_institutional_grant_aid,tuition_and_fees_201011,postmasters_certificates_awarded,carnegie_classification_2010_basic_Baccalaureate Colleges--Diverse Fields,certificates_of_2_but_less_than_4years_awarded,percent_of_graduate_enrollment_that_are_asian,percent_of_total_enrollment_that_are_raceethnicity_unknown,geographic_region_Great Lakes IL IN MI OH WI,percent_of_graduate_enrollment_that_are_two_or_more_races,graduation_rate__bachelor_degree_within_4_years_total,Cluster,calculated_yield
-0.15841424355973266,-0.1352793619491098,-1.3032421917483596,0.0,-0.2167068268988147,0.17151012016500936,-0.3777449934028047,-1.1255110585457762,-0.11916558339692221,-0.10771568431862336,0.44585589663671166,-0.7525438707277847,-0.24367547730912442,-1.5908786510546415,-0.5543605985287667,-0.2136591802984155,1.4457057477621482,-0.6921884344266673,1.2689492306018155,-0.24729089468483417,-0.12016345183837154,0.0,0.0,1.0,-0.20412575102214264,-0.2816786748647618,-0.34339032787677826,-0.8564822605990682,-0.6594117386598873,0.525498078357173,0.26931536552104307,-0.293602539180827,-1.3257379042067645,-1.1422910491629432,-0.2299874178905903,0.0,-0.06802734216864485,-0.31292891825502595,-0.6895401704776801,0.0,-0.719369510058136,-1.2687147484727666,5,-0.8613486518520804
-0.15841424355973266,-0.1352793619491098,-1.5898300943204002,0.0,-0.36216208292115465,0.4282898628286093,-0.34897010048168986,0.28275481731818847,0.9185274509518397,2.0347265814158106,0.057251950363578615,-0.25070255887598575,-0.24367547730912442,-1.6371967472191917,0.25036062990097374,1.2303372638896914,1.2675478883389548,-0.6921884344266673,-0.4789894891675748,0.26235205083223057,0.08774939849877697,0.0,0.0,1.0,-0.20412575102214264,-0.2816786748647618,0.3677621004242524,-0.33031334279411406,-0.07448251327191498,-0.06692169753776882,0.17945570903180313,0.24707728687366123,-0.362690034136934,-1.141744730338749,-0.2299874178905903,0.0,-0.06802734216864485,0.18271688515561899,-0.6895401704776801,0.0,0.36890744105545425,-0.3863753927499563,5,0.2493422821251732
-0.15841424355973266,-0.1352793619491098,0.2889128225407547,1.0,-0.45495563576437026,-1.5232361814147528,-0.475510292243219,-1.1255110585457762,-0.11916558339692221,-0.10771568431862336,-0.6422351529280615,-0.7525438707277847,-0.22057870381726846,0.2155270993628158,-0.7555409056362018,-0.6825528868503422,-0.16174792396448548,-0.28508901588530516,1.8515954705249456,0.007530578073697715,-0.2161232289170555,1.0,0.0,1.0,-0.33369119477774756,-0.2816786748647618,-0.34339032787677826,-0.9880244900503067,-0.6594117386598873,0.7793922680264342,-1.3481584512852747,-0.293602539180827,0.6691469695093132,-0.9091950175067287,-0.2299874178905903,0.0,-0.06802734216864485,-0.8085747216656709,-0.2801924067343514,0.0,-0.719369510058136,-1.7331038830637193,1,-0.43130576043414065
-0.15841424355973266,-0.1352793619491098,-0.6982232863184962,0.0,0.041517110758822466,0.3769339142958892,0.31285243670395146,-0.6560890999244546,0.8355120082039388,-0.10771568431862336,-1.5748846239835825,0.2511387529758133,-0.24367547730912442,-1.5908786510546415,0.04918032279353859,0.03709980055882224,0.9233755817648037,-0.4886387251559863,-1.0086678890976932,-1.181636294799454,-0.1361567480181522,0.0,0.0,1.0,-0.20412575102214264,0.3126749527040753,-0.08940731776926734,-0.5933978016965912,0.705423120578715,-0.32081588720703,0.4041048502549025,-0.22601756092401595,-0.2595063337723092,-0.9882291407401639,-0.11984046221023889,0.0,-0.06802734216864485,0.18271688515561899,-0.41664166131546104,0.0,-0.17523103450134087,-0.9900812677181949,5,0.4846982614637527
-0.15841424355973266,-0.1352793619491098,-1.2077128908910129,0.0,-0.3075028668628222,0.17151012016500936,-0.2699258163128443,-0.6560890999244546,-1.6549512742330899,-0.10771568431862336,0.6012974751459652,-0.4179829961599187,-0.24367547730912442,-1.1276976894091397,-0.7555409056362018,-0.10149997627553535,-0.7321476294076277,-0.6921884344266673,0.845206510657721,0.26235205083223057,-0.040196970939468266,0.0,0.0,1.0,-0.20412575102214264,0.3126749527040753,-0.34339032787677826,-0.9880244900503067,-0.5619235344285586,0.1869724921314924,0.26931536552104307,-0.293602539180827,-1.256948770630348,-1.0180945697961163,-0.2299874178905903,0.0,-0.06802734216864485,-0.5607518199603484,-0.6895401704776801,0.0,-0.17523103450134087,-1.3151536619318618,5,-0.2920161426125549
-0.15841424355973266,-0.1352793619491098,-1.0484973894621015,0.0,-0.36216208292115465,0.5310017598940495,-0.34897010048168986,-0.18666714130313303,0.5864656799602359,-0.10771568431862336,-0.40907278516418205,-0.08342212159205269,-0.24367547730912442,-1.498242458725541,-0.5543605985287667,-0.4160148544765776,-0.4338756485022276,-0.6921884344266673,-1.2205392490697409,-0.24729089468483417,-0.03220032284957794,0.0,0.0,1.0,-0.20412575102214264,-0.2816786748647618,-0.14020391979076952,0.06431334555960146,0.2179820994220712,-1.3363926458840738,0.7635434762118622,0.11190733036003907,-0.7066357020190163,-0.9510794606949547,-0.2299874178905903,0.0,-0.06802734216864485,-0.5607518199603484,-0.8259894250587897,0.0,-0.17523103450134087,0.26376939567737756,5,0.3130432424189492
-0.15841424355973266,-0.1352793619491098,0.2889128225407547,0.0,-0.36216208292115465,0.17151012016500936,0.055611827698322396,-0.6560890999244546,-0.11916558339692221,-0.10771568431862336,0.057251950363578615,-0.5852634334438517,-0.24367547730912442,-0.0623814776244853,-0.5543605985287667,-0.4107907090420518,-0.16174792396448548,-0.28508901588530516,0.15662459074856716,0.6021140145102744,-0.2161232289170555,0.0,0.0,1.0,-0.20412575102214264,-0.2816786748647618,-0.14020391979076952,-0.19877111334287562,-0.3669471259659012,0.35623528524433223,0.6736838197226224,-0.293602539180827,0.2564121680508144,-0.03144277330129567,-0.2299874178905903,1.0,-0.06802734216864485,-0.31292891825502595,0.12915535700897732,0.0,-0.17523103450134087,-0.15418082545447995,1,-0.43130576043414065
-0.03688013522233337,-0.1352793619491098,-1.780888696035094,0.0,-0.2918859479890129,-1.0610326446202722,0.06982593143043937,-1.1255110585457762,-0.11916558339692221,-0.10771568431862336,0.44585589663671166,0.08385831569188036,-0.24367547730912442,-1.4056062663964408,-0.3531802914213316,-0.20598288496605108,1.097259406513718,-0.28508901588530516,-1.5383462890278117,0.4322330326712524,-0.2161232289170555,0.0,0.0,1.0,-0.20412575102214264,-0.2816786748647618,-0.34339032787677826,-0.9880244900503067,0.02300569095941384,-0.06692169753776882,-0.31477240165901604,-0.293602539180827,-0.7754248355954328,-1.067627476523062,-0.2299874178905903,0.0,-0.06802734216864485,-0.5607518199603484,0.4020538661711963,0.0,-0.719369510058136,-1.2687147484727666,5,0.20697767137039053
-0.15841424355973266,-0.1352793619491098,-1.239555991176795,0.0,-0.36216208292115465,0.17151012016500936,0.7278349285903908,-1.1255110585457762,0.9185274509518397,-0.10771568431862336,-1.0308390992011955,0.08385831569188036,-0.24367547730912442,-1.5908786510546415,-0.3531802914213316,-0.4160148544765776,1.0425530482305612,-0.5904135797913267,-1.7502176489998589,-0.7569338402018998,-0.00021373049001662735,0.0,0.0,1.0,-0.20412575102214264,-0.2816786748647618,-0.34339032787677826,-0.5933978016965912,-0.3669471259659012,-1.2517612493276535,0.9432627891903421,-0.15843258266720497,-0.19071720019589267,-0.9510794606949547,-0.2299874178905903,0.0,-0.06802734216864485,-0.06510601654970354,-0.6895401704776801,0.0,-0.719369510058136,0.03157482838190116,5,-0.261627084384511
-0.15841424355973266,-0.1352793619491098,-0.7619094868900609,0.0,-0.5686322777993076,0.17151012016500936,-0.5722355347129906,-0.6560890999244546,0.8355120082039388,-0.10771568431862336,0.057251950363578615,-0.7525438707277847,-0.24367547730912442,-0.4329262469408869,0.04918032279353859,-0.6226351371727199,-0.0015277647685499876,-0.28508901588530516,0.7922386706647091,-1.0117553129604322,-0.24011317318672645,0.0,1.0,1.0,-0.07109621649772141,-0.2816786748647618,-0.2417971238337739,-0.06722888389163699,-0.3669471259659012,0.6101294749135935,0.9432627891903421,-0.293602539180827,0.8755143702385625,0.8690727552455646,-0.2299874178905903,0.0,-0.06802734216864485,-0.31292891825502595,-0.6895401704776801,0.0,-0.17523103450134087,0.7281585302683303,0,-0.25413255557934106
